disaster_type,latitude,longitude,avg_temperature,rainfall_mm,humidity_percent,wind_speed_kmph,atmospheric_pressure_hpa,soil_moisture_percent,seismic_activity_richter,elevation_meters,month
Earthquake,28.5437,-169.2596,19.6,13.6,48.4,0.4,991.8,30.6,8.0,1120.2,3
No Disaster,59.1499,31.7912,11.5,6.5,48.1,0.3,991.3,50.3,1.8,855.2,10
No Disaster,86.8914,66.4343,15.6,1.9,35.4,9.8,1004.8,53.0,1.5,201.3,10
No Disaster,66.5799,-92.5275,16.7,6.8,51.2,16.6,996.5,58.4,1.4,218.4,11
Hurricane,18.4907,115.7647,31.3,267.9,95.0,227.7,943.3,84.9,1.3,29.0,4
No Disaster,2.377,-153.9842,19.5,15.6,34.8,9.0,1012.3,30.6,0.1,676.9,12
Heatwave,-68.7977,-157.7911,43.8,0.8,11.4,3.9,1015.1,3.3,0.4,723.7,1
No Disaster,-72.3643,-124.9218,22.8,20.0,40.1,7.7,994.6,37.1,0.8,284.4,7
No Disaster,58.0135,80.829,11.9,2.5,56.9,16.4,1004.0,33.9,1.8,230.7,2
Landslide,76.3631,111.2168,20.4,158.5,85.9,19.6,1004.2,84.1,5.8,1489.6,5
Heatwave,-30.1021,58.2498,47.4,1.5,7.2,13.3,1014.2,4.2,0.6,169.5,8
Volcanic Eruption,-45.4418,-144.4142,16.0,15.7,51.4,8.2,1008.7,80.0,5.6,3527.0,8
Flood,54.3757,125.0378,17.4,241.5,88.4,32.7,988.2,81.0,1.9,76.8,3
No Disaster,-51.0535,15.3112,23.0,19.3,52.4,0.1,994.0,32.3,0.2,383.0,2
Drought,28.7077,141.6799,36.8,0.4,24.1,21.2,1001.2,4.9,1.2,188.1,8
Heatwave,60.8251,144.0501,44.7,0.5,23.9,11.0,1019.6,14.9,0.1,54.1,11
Wildfire,-72.1265,122.8573,40.6,3.0,12.4,41.6,991.1,26.9,1.9,742.5,2
Volcanic Eruption,54.4965,15.8315,8.0,39.3,38.5,8.9,982.9,76.9,5.5,3716.7,7
Volcanic Eruption,-54.2264,151.7944,18.3,49.7,64.2,26.7,1007.0,47.0,8.7,1496.8,7
Blizzard,35.6142,-113.5456,-7.2,8.0,69.5,25.2,997.5,95.6,1.3,322.5,7
Flood,49.698,-67.5646,29.4,494.9,90.0,13.4,987.9,80.6,2.1,18.5,3
Blizzard,-78.4456,29.0846,-18.3,1.0,72.3,73.9,1000.5,96.1,0.6,1959.9,8
Flood,-18.4972,174.5081,29.8,380.7,91.3,38.5,993.5,65.5,1.7,96.0,1
No Disaster,54.5978,-27.8104,11.4,3.4,59.5,9.9,990.4,58.7,1.0,836.3,2
Flood,-71.6936,41.605,30.0,210.4,95.3,17.1,991.8,74.9,2.2,50.4,5
No Disaster,53.8087,19.8089,16.7,3.7,32.8,5.6,1011.6,42.4,1.1,82.0,1
No Disaster,-87.965,62.3824,14.0,19.3,39.3,7.3,1004.1,39.6,1.6,876.2,3
Blizzard,-4.0739,-38.0561,-25.9,5.8,88.4,60.5,993.8,65.5,0.7,1791.8,1
Tsunami,62.3843,147.2295,29.2,22.9,82.3,0.3,1017.6,37.6,7.1,20.6,8
Blizzard,-18.6497,-165.6352,-23.2,9.0,80.9,68.9,999.4,97.7,1.4,1017.5,10
Drought,13.5866,52.5755,34.3,2.3,22.7,18.4,1003.1,4.8,1.4,152.1,6
No Disaster,22.6577,161.6606,20.8,14.5,47.8,2.8,1005.6,37.6,2.0,267.0,8
Blizzard,52.4087,42.5595,-5.0,5.0,99.4,77.8,989.5,75.5,1.1,1575.5,4
Landslide,82.3905,-49.6712,10.7,392.6,93.8,7.6,988.4,95.9,3.4,2134.8,12
Heatwave,63.2838,27.2675,43.1,0.9,12.1,6.5,1011.1,2.2,0.6,547.3,4
Tsunami,42.3987,-132.714,26.5,24.8,86.7,11.6,999.4,28.2,7.9,27.0,1
No Disaster,18.3381,10.174,24.6,16.3,53.4,10.3,1000.0,30.6,0.1,30.2,6
Drought,88.8646,-48.4966,38.3,3.3,26.9,22.3,1004.5,18.0,0.2,47.7,3
No Disaster,27.3623,-66.3376,19.2,14.2,30.3,0.7,1019.6,43.7,1.9,729.9,9
Flood,74.0496,-125.196,18.7,395.7,98.6,19.0,1005.7,80.2,2.4,13.6,3
Landslide,-71.3183,8.5803,20.3,347.1,90.9,10.9,995.1,97.8,3.6,1504.8,6
No Disaster,-36.4797,-85.7459,21.7,17.8,45.1,15.6,995.6,46.4,1.3,490.7,10
Wildfire,-74.4474,-93.9492,43.4,7.1,9.5,14.7,999.3,23.1,1.8,1386.8,3
Blizzard,70.1339,-140.3663,-8.6,1.5,62.4,28.0,1013.3,77.6,0.1,1208.9,7
Blizzard,-52.9282,-17.0129,-21.7,6.0,99.6,52.8,1002.6,96.8,0.6,416.4,12
Flood,53.9122,105.3365,25.5,465.8,76.0,15.3,1004.0,72.8,1.3,74.4,6
Blizzard,37.1101,-106.8043,-3.1,3.2,73.1,75.1,980.5,67.8,0.6,1431.4,5
Blizzard,30.4941,136.8079,-26.4,5.2,89.0,58.2,995.7,60.7,0.1,326.0,10
No Disaster,-59.0205,-140.9976,10.0,2.0,53.0,17.9,997.2,53.8,0.4,249.3,3
Drought,-80.6886,-110.1379,35.6,4.1,12.7,15.3,1009.4,19.4,1.2,465.5,8
Heatwave,-45.6035,100.5615,43.8,0.0,13.3,3.4,1020.2,3.9,0.8,213.7,2
Blizzard,65.9778,-66.082,-7.5,6.6,82.5,45.0,1003.5,76.3,0.8,1220.6,1
No Disaster,-53.5819,-143.0449,17.8,19.8,31.0,9.2,1001.6,40.2,0.7,895.0,1
Hurricane,49.4849,-88.9441,28.8,213.0,82.6,114.0,935.7,61.9,1.6,13.5,12
Heatwave,48.9553,-50.9715,48.1,1.9,10.1,12.9,1021.6,13.4,0.4,87.9,6
No Disaster,-70.98,0.053,22.3,20.0,35.9,4.2,1014.3,44.1,1.8,769.0,7
Wildfire,-14.7231,-130.7513,47.7,9.7,9.4,25.2,1001.7,24.4,0.0,491.1,12
No Disaster,-12.3596,-150.0744,17.8,11.6,45.4,5.2,996.7,41.1,0.3,666.0,6
Blizzard,37.5081,84.0843,-6.3,1.7,85.1,30.7,1013.1,87.0,0.1,455.4,12
No Disaster,88.1337,179.7031,23.4,12.8,30.2,14.0,997.2,31.7,1.4,756.0,4
Heatwave,-24.2694,3.9615,49.3,1.5,15.1,8.9,1023.9,7.9,0.1,260.7,9
No Disaster,-2.337,-22.0455,16.1,7.3,45.8,12.1,1004.0,56.9,0.6,578.3,9
Landslide,31.1634,29.5848,24.0,306.4,97.3,0.2,1010.1,91.6,2.7,1526.1,8
Drought,58.2225,-53.4021,40.9,7.8,17.5,20.7,1007.9,10.3,1.0,84.0,7
Heatwave,52.727,-7.0801,43.1,0.8,5.3,10.8,1011.5,10.4,0.6,1.4,3
Earthquake,71.0015,-115.6649,20.3,5.9,36.8,13.7,992.7,56.5,9.1,1938.7,8
No Disaster,44.8016,153.4934,11.4,8.3,57.6,4.1,1018.0,45.8,0.2,449.9,9
No Disaster,-42.946,10.4563,13.5,2.7,56.7,7.8,992.3,36.9,0.6,769.6,5
No Disaster,74.0242,93.8501,11.6,14.0,30.6,0.6,1005.8,32.9,1.9,893.8,4
No Disaster,-78.5324,-63.0593,15.6,9.6,35.1,11.6,1003.1,58.4,1.9,565.5,7
No Disaster,74.6925,119.1661,20.9,2.5,50.0,13.9,1012.9,37.9,1.3,618.3,11
No Disaster,-6.9722,-29.7929,14.0,17.8,55.4,8.1,990.9,43.4,0.4,142.7,2
Flood,-3.6148,-26.0661,26.4,490.9,84.3,10.2,997.9,86.2,2.1,19.9,8
Wildfire,35.735,-144.183,36.3,7.3,8.2,32.4,1019.3,24.6,1.7,1319.0,12
Blizzard,79.9385,-164.5391,-17.9,0.6,72.4,30.5,1001.7,91.2,0.8,1611.4,5
Heatwave,10.5621,15.2124,41.2,0.9,21.2,4.7,1016.7,9.9,0.9,524.5,1
Earthquake,65.7308,119.5438,25.1,23.3,65.5,9.6,1015.8,65.2,9.1,909.2,5
Flood,89.2911,-143.7924,28.2,483.8,90.9,10.3,1004.6,95.3,2.5,83.9,7
Hurricane,33.9569,-5.3537,28.5,244.0,94.2,195.4,971.3,57.1,0.7,31.3,4
No Disaster,23.2831,-56.5158,16.4,11.2,55.2,15.3,993.6,37.4,0.1,8.0,12
Earthquake,53.8778,145.7092,17.8,28.2,62.4,19.1,1022.0,32.3,6.5,98.3,3
Volcanic Eruption,35.3057,-112.8319,8.2,28.5,58.0,33.2,1013.2,55.7,8.2,2627.1,12
Drought,44.8163,-161.0754,33.8,8.4,28.8,13.3,1024.2,12.5,0.6,401.4,5
Landslide,87.6276,-68.1614,17.8,284.0,93.1,15.5,997.3,92.6,2.4,2926.9,6
No Disaster,37.8532,147.2815,22.6,10.2,50.4,8.3,1009.4,37.7,0.9,209.5,7
No Disaster,15.9372,131.1946,10.4,3.9,43.8,13.3,995.1,31.7,1.0,818.7,12
Volcanic Eruption,-4.6357,129.527,10.4,0.7,39.4,0.4,988.1,55.1,8.1,3392.8,4
No Disaster,-77.0598,23.8131,22.7,19.8,51.0,7.6,1002.4,40.6,1.2,739.4,3
Flood,9.8283,65.5668,27.2,393.4,93.9,15.7,988.3,69.2,2.0,8.6,4
Blizzard,-61.3001,27.72,-10.6,5.3,61.5,23.5,984.0,66.1,1.5,754.5,12
No Disaster,-73.9698,-39.6385,16.0,9.9,33.2,2.1,1002.5,31.0,0.5,201.2,12
No Disaster,-70.3324,-30.4869,16.4,9.4,55.8,4.4,993.1,48.5,0.3,74.9,12
Flood,-83.1568,148.712,28.5,232.3,86.7,24.0,1000.5,84.1,0.3,66.0,2
Wildfire,-39.7611,89.5459,47.5,2.4,19.9,11.0,996.5,23.4,0.4,1107.7,9
Hurricane,-29.1343,-170.3991,26.3,218.2,97.5,173.6,952.7,81.5,0.5,9.5,12
Heatwave,81.4672,-0.0608,42.5,1.5,11.8,12.2,1010.9,6.6,0.1,68.3,3
No Disaster,48.7883,20.5245,18.9,6.7,33.8,13.7,990.0,39.9,0.4,388.5,9
Drought,-19.5211,-13.2685,43.8,3.6,20.3,12.3,1002.4,9.1,0.9,203.8,10
Drought,57.6681,-169.3133,34.4,8.1,28.0,13.2,1022.2,4.0,0.3,423.1,5
Earthquake,61.4069,166.048,29.9,23.0,72.0,2.4,1004.9,42.3,7.1,1404.0,3
No Disaster,89.6695,48.6242,23.1,16.6,53.0,0.8,1005.5,39.8,0.2,343.0,12
Blizzard,31.5006,-84.0894,-18.3,3.7,86.9,25.4,987.2,68.0,0.2,494.4,1
No Disaster,75.5539,-32.8862,16.6,5.0,30.0,2.2,1011.1,50.5,0.6,473.0,4
Heatwave,-33.1567,-169.1259,46.1,1.2,19.5,0.2,1022.3,14.8,0.1,278.1,3
No Disaster,-0.7566,-138.5661,11.3,15.6,34.7,3.4,1014.9,48.4,1.2,479.3,11
No Disaster,-76.2475,43.5485,15.1,14.7,44.6,8.4,1000.5,32.6,0.4,639.1,2
No Disaster,-77.3839,15.8226,10.8,10.2,58.9,6.1,1011.7,52.4,0.8,593.3,4
No Disaster,54.847,73.7293,13.7,10.6,46.7,9.0,995.4,36.7,0.6,10.3,11
Landslide,73.8843,-115.113,14.7,312.6,86.7,19.6,989.5,82.4,2.5,2247.3,10
Wildfire,30.7839,168.146,38.8,1.4,5.4,28.9,996.4,14.8,1.0,654.1,10
Wildfire,72.8652,-103.8517,47.5,1.3,8.4,38.1,999.2,1.3,0.6,1376.3,5
No Disaster,82.4621,126.1794,22.3,9.4,36.4,18.2,1011.7,38.5,0.7,686.1,7
No Disaster,4.7349,-63.8499,23.6,3.7,48.1,18.0,991.4,45.5,0.9,928.8,2
No Disaster,43.4939,-126.3456,15.6,17.4,58.3,9.1,992.4,37.7,0.5,239.0,6
No Disaster,-18.5817,137.2903,19.8,11.6,59.4,5.6,992.0,45.5,0.8,454.3,7
Hurricane,2.9734,3.0992,27.3,254.9,75.7,203.6,952.9,77.6,1.0,97.7,2
Volcanic Eruption,41.9133,-108.4508,23.8,34.2,76.9,8.1,1010.9,66.7,6.8,3461.5,6
No Disaster,-85.3776,-101.6141,17.2,14.8,36.6,2.3,1009.4,59.5,1.2,691.1,1
Flood,-31.1018,67.9264,18.8,472.7,86.1,39.1,982.3,73.5,1.0,73.0,4
Earthquake,-22.4377,147.8313,12.3,37.3,62.1,2.6,1014.1,52.8,6.7,622.3,12
No Disaster,24.681,32.6173,19.3,3.4,38.3,5.7,1008.1,59.2,1.9,227.2,8
Landslide,-45.1637,-49.7132,13.5,354.7,75.0,10.4,997.0,82.1,2.3,2895.4,3
Drought,14.9456,-87.2161,33.4,0.1,24.5,21.9,1019.2,1.5,1.1,22.9,11
No Disaster,-23.1,106.1911,21.0,3.7,46.9,0.6,1003.2,51.4,0.8,118.0,8
No Disaster,-46.5477,120.7295,17.0,6.5,42.4,14.2,1005.5,30.2,1.8,66.0,12
No Disaster,-84.9325,97.5526,18.0,10.1,32.2,4.8,1013.3,56.7,1.1,353.3,3
No Disaster,-54.8263,129.2447,16.8,16.7,37.9,2.7,1006.6,45.3,0.7,662.8,11
No Disaster,-33.9613,-148.0801,21.4,10.5,39.2,8.1,990.6,49.9,0.7,714.0,3
Volcanic Eruption,-89.1167,-114.0139,9.4,14.4,72.7,16.8,997.6,40.7,8.1,1721.0,4
Flood,-81.8538,-32.5106,27.8,313.6,97.3,36.0,981.9,72.2,2.3,3.0,8
Flood,-82.1223,164.6332,28.9,404.7,73.0,16.2,985.5,80.8,0.5,69.6,10
Earthquake,5.8519,-34.8167,27.1,0.7,57.5,18.1,993.6,68.4,9.4,1859.6,6
Landslide,-72.6081,71.6933,14.2,397.1,98.5,22.1,1013.7,73.2,3.1,1506.5,4
No Disaster,-16.9834,-150.8766,19.7,5.9,34.3,10.2,1004.5,45.5,1.6,484.5,12
Hurricane,15.3527,97.9054,28.8,174.1,95.0,149.9,944.3,80.6,1.9,91.5,12
No Disaster,0.5685,-146.5667,24.4,4.3,35.9,17.8,1019.0,50.9,0.2,485.9,3
Heatwave,-18.3285,154.4973,41.5,0.4,13.0,14.1,1011.7,13.5,0.1,419.6,7
Flood,31.4619,-117.898,16.8,435.1,95.3,30.0,984.7,69.6,2.3,28.9,1
Earthquake,-38.5313,158.2065,28.3,2.2,66.2,3.4,997.5,48.4,7.8,651.6,2
No Disaster,-59.2815,-171.9584,18.6,10.3,50.7,13.0,1016.9,43.8,0.0,630.7,12
Earthquake,54.0835,50.44,21.7,11.5,41.7,18.2,1006.3,53.8,9.2,933.0,5
No Disaster,-84.6983,176.2857,20.7,8.5,35.7,1.6,1010.2,39.5,0.5,380.0,1
No Disaster,30.9069,52.2612,22.9,4.4,49.1,2.0,1006.4,47.5,0.4,391.7,7
No Disaster,-43.6153,-176.6331,19.7,13.0,58.2,6.0,995.7,48.5,1.1,717.7,7
Wildfire,10.7541,-125.9729,44.0,3.7,11.8,58.0,1006.6,4.5,0.9,497.0,3
Landslide,13.165,-49.7862,15.3,321.9,83.9,22.6,987.9,74.5,3.8,2902.0,10
No Disaster,-52.9651,-39.1318,23.9,2.5,37.6,5.2,1007.1,42.3,0.2,629.2,11
Flood,66.7775,-37.6177,28.1,208.2,90.8,12.2,984.4,88.0,0.7,21.0,11
Hurricane,-67.4593,-94.8534,31.8,236.5,93.9,211.1,972.7,65.1,0.7,83.1,4
Blizzard,-81.9057,-104.0981,-14.8,1.6,95.6,62.6,981.0,95.1,1.5,1053.5,7
Drought,-27.8559,110.6084,43.5,7.9,26.2,7.0,1023.1,12.5,1.3,342.2,8
Hurricane,-4.6739,120.129,31.7,215.0,97.6,213.4,933.8,56.1,0.2,31.9,5
Volcanic Eruption,27.9143,-141.8062,23.0,44.1,64.9,37.1,988.7,57.9,8.8,2392.4,6
Tsunami,-19.6373,91.4911,23.2,3.8,71.6,17.7,1002.2,61.7,7.9,14.1,2
Earthquake,-68.4408,152.3539,23.3,47.6,55.0,9.2,1017.7,36.4,7.0,932.5,1
Hurricane,20.51,-58.8403,32.3,233.6,88.9,202.8,946.7,67.2,1.2,42.2,12
Volcanic Eruption,65.793,114.8818,10.7,6.8,29.4,38.8,997.1,41.7,4.7,2457.4,9
Earthquake,76.5323,-160.7441,13.4,1.5,51.2,18.9,1019.4,55.6,6.2,1739.2,8
Heatwave,-63.2373,16.2808,43.5,1.4,5.4,10.1,1011.5,1.3,0.7,512.3,5
Earthquake,3.5379,10.8088,24.1,16.2,22.2,4.6,998.3,43.4,9.3,1609.7,9
No Disaster,42.9933,-56.1679,15.7,13.1,35.8,2.1,997.3,33.7,0.7,937.6,11
Heatwave,-26.6961,139.4275,40.6,1.9,5.2,14.2,1018.2,14.0,0.2,523.4,8
Landslide,-6.8455,-10.9458,14.0,232.1,95.4,10.3,1009.1,79.2,3.4,2120.6,6
Hurricane,75.9712,115.3439,31.7,298.2,75.4,161.7,972.9,67.3,0.0,15.8,10
Heatwave,86.0452,-64.9676,43.5,1.2,14.6,3.2,1019.9,6.7,0.7,306.9,3
Tsunami,30.2039,3.1726,27.0,13.8,63.5,3.6,997.4,23.2,8.8,18.4,3
Landslide,57.5925,66.1155,16.8,211.9,74.6,13.8,1009.8,75.7,4.3,2923.4,7
Drought,-10.8063,77.8943,42.4,5.9,26.8,15.3,1020.8,19.0,0.8,302.5,8
No Disaster,72.8045,169.9749,14.4,19.1,45.0,6.1,1019.7,56.3,1.4,894.9,2
Wildfire,78.1213,-97.3915,43.7,8.0,16.3,40.9,990.6,21.7,1.5,1139.7,11
No Disaster,42.6181,128.4194,13.3,12.4,46.4,14.9,1010.9,54.4,0.6,216.4,7
Blizzard,-44.842,4.4494,-12.7,2.4,96.9,53.4,998.4,77.4,0.1,1776.6,12
Blizzard,25.6429,38.6761,-12.5,5.3,67.3,36.8,998.3,91.6,0.6,487.5,5
Tsunami,69.7772,10.0685,20.3,11.0,67.3,12.7,1005.6,37.8,8.6,29.2,7
No Disaster,-32.6295,52.0535,14.8,2.2,48.8,18.3,1003.6,48.8,1.2,415.1,12
Earthquake,-43.3227,-43.9064,18.8,43.2,40.9,12.7,997.5,40.1,8.1,1524.6,9
Blizzard,0.5638,163.8003,-27.0,3.8,80.6,77.8,997.7,91.0,1.1,1176.2,6
Earthquake,-50.6234,-93.5495,10.8,19.0,56.6,2.9,996.1,58.3,6.2,270.7,1
Blizzard,-87.3476,-62.8531,-29.0,8.4,83.3,22.9,1001.5,64.9,0.7,1371.9,4
Drought,7.0209,-25.5105,39.9,4.3,28.7,10.2,1015.7,12.2,0.4,205.8,5
Volcanic Eruption,62.1305,150.5109,5.5,5.2,75.9,22.7,1019.3,71.7,8.1,2158.4,3
No Disaster,79.4125,-148.6783,11.8,1.0,46.0,12.5,1002.1,53.9,1.4,985.8,1
Heatwave,-25.0055,170.95,40.1,1.9,24.1,0.8,1023.3,9.4,0.8,63.4,10
Heatwave,19.3587,143.5299,46.7,1.1,8.4,2.7,1017.1,17.4,0.1,798.7,11
No Disaster,89.0972,-70.1702,14.0,2.4,47.9,1.8,1013.0,57.6,1.9,107.9,6
Flood,-10.063,-147.1037,28.3,353.3,91.8,17.0,995.1,68.4,2.0,77.5,3
Flood,-47.1672,157.3619,21.1,396.2,92.0,33.2,1002.1,71.6,1.7,54.9,12
Flood,-89.8534,-87.0273,29.0,287.0,83.1,15.6,984.2,68.3,1.4,91.9,10
No Disaster,54.2034,22.4951,22.7,1.0,44.9,16.3,1015.5,55.0,1.2,994.0,6
Earthquake,-67.6823,157.5988,26.0,1.1,69.3,11.8,1008.2,30.5,8.6,396.1,5
Volcanic Eruption,-6.9133,-140.8385,15.9,4.8,58.2,6.2,988.3,45.2,6.0,2055.5,12
Tsunami,11.966,-100.4869,24.1,3.7,82.9,6.6,1012.6,38.6,9.5,8.6,2
Drought,13.4521,79.2637,36.1,1.4,16.5,24.3,1005.4,13.0,1.5,188.1,2
Hurricane,37.2889,176.9617,25.9,231.9,92.1,205.4,969.7,86.7,0.7,4.3,6
Earthquake,-37.1512,47.9132,11.4,15.0,32.6,0.1,995.5,53.7,7.1,1445.1,4
Earthquake,53.8739,132.129,26.4,22.4,38.5,10.0,1008.7,42.5,7.7,211.6,8
No Disaster,53.9989,-107.5691,14.4,1.9,38.9,8.6,1018.9,49.6,1.6,325.5,9
Drought,-17.6414,-59.0763,41.9,5.3,19.4,16.2,1010.0,19.6,0.1,107.9,1
Wildfire,75.2415,-108.2007,46.1,3.5,10.5,32.8,1015.9,4.2,0.1,722.7,9
Heatwave,39.151,-73.8852,41.1,1.4,8.6,1.7,1018.3,12.4,0.1,3.6,6
Heatwave,32.6841,136.3108,40.3,1.7,19.0,2.6,1010.4,5.2,0.9,534.5,11
Hurricane,-64.2415,-46.1514,32.1,237.6,76.1,219.5,960.3,85.5,0.8,49.0,7
No Disaster,70.0409,12.2434,19.5,18.4,45.4,16.8,999.7,59.3,0.2,724.8,11
No Disaster,-53.5746,-166.4513,11.1,6.1,33.0,16.0,991.6,57.2,1.7,208.4,1
Hurricane,-71.0037,21.2718,31.0,197.3,82.4,179.7,945.3,87.4,0.8,22.0,4
Flood,-77.3888,-8.5824,28.8,346.3,71.9,16.9,997.4,63.5,1.1,32.9,9
Earthquake,27.871,15.7032,23.2,16.1,77.8,9.2,1001.3,41.9,5.7,1369.6,2
Flood,82.6074,-104.2399,22.9,420.6,96.1,14.7,1009.6,96.3,2.4,85.3,2
Earthquake,39.9922,19.6444,12.5,30.7,68.6,15.1,998.6,40.3,9.4,1774.8,12
Drought,58.3298,-121.7741,33.0,1.8,7.2,22.1,1014.5,5.2,1.3,401.3,6
No Disaster,-17.7735,-87.1017,24.9,16.2,38.0,19.6,990.5,43.1,1.1,37.6,1
No Disaster,64.7581,-44.2469,14.9,6.9,42.5,7.6,1007.0,32.4,1.9,936.5,8
No Disaster,-65.3704,174.7845,10.3,18.7,36.5,13.2,999.0,55.8,1.1,141.1,6
Drought,35.1283,-114.9358,44.0,5.3,11.9,23.7,1015.6,9.7,0.9,374.2,7
Landslide,44.1583,5.1294,11.2,158.7,98.1,7.7,987.1,93.9,4.8,2937.1,6
No Disaster,3.9024,-139.809,21.9,11.3,53.9,3.1,1006.2,53.0,2.0,884.4,1
Heatwave,-64.4893,4.5272,43.4,0.9,17.7,2.4,1023.4,11.2,0.0,502.8,2
Flood,68.4324,-29.4379,23.2,249.9,78.0,14.0,992.3,83.6,0.7,84.6,8
No Disaster,-72.2561,-77.0981,12.1,2.7,32.2,6.4,1002.7,43.9,0.9,523.7,9
Wildfire,-54.0777,-65.4581,42.3,8.4,9.7,28.8,999.9,0.3,1.9,380.7,4
Heatwave,-66.7254,-3.4045,49.3,0.2,13.8,0.3,1021.6,12.8,0.7,377.9,3
Heatwave,-74.7328,14.9736,47.4,1.4,15.7,7.4,1024.5,16.4,0.7,156.2,2
No Disaster,23.5057,141.434,15.1,4.4,56.8,13.8,993.2,42.2,1.3,574.4,10
Tsunami,-86.3847,7.0794,22.6,3.9,81.3,0.8,1017.1,45.9,8.6,12.7,2
Flood,-85.3311,-101.7262,22.2,320.6,88.9,15.8,982.1,74.8,1.3,56.2,7
No Disaster,-65.4148,3.9822,12.9,10.1,38.8,1.1,1005.1,35.5,0.3,384.4,4
Earthquake,-27.602,177.9149,17.1,31.4,73.3,12.8,1009.8,52.8,7.5,1615.2,9
Landslide,-47.8514,-98.2355,21.2,179.2,97.7,28.3,1009.2,76.3,2.1,2873.4,12
No Disaster,-60.5886,5.261,14.2,11.2,52.1,1.6,1005.5,48.5,0.6,953.0,10
Volcanic Eruption,-57.1469,-141.1962,15.8,18.8,31.6,1.2,989.7,63.9,4.7,2805.2,11
No Disaster,-44.1441,-149.3291,14.3,8.7,40.8,15.5,997.7,55.8,0.5,361.4,12
Blizzard,26.5392,-19.5862,-16.4,2.3,99.5,48.5,998.6,68.7,0.8,585.2,8
Earthquake,81.4906,-150.9817,25.0,43.5,79.2,6.7,1002.4,39.2,8.7,280.1,7
Tsunami,-57.7955,116.5954,28.0,10.2,80.0,10.1,1017.1,22.8,9.0,8.5,4
No Disaster,-73.6899,86.0134,20.7,13.8,38.3,11.5,1012.8,49.1,1.6,687.9,9
Earthquake,23.7562,93.513,12.8,8.7,20.7,10.6,1009.0,50.0,6.8,855.6,10
Drought,-11.1729,-50.2254,36.5,3.2,21.3,23.7,1003.2,11.2,1.3,50.1,12
No Disaster,-23.2493,19.709,10.4,9.2,37.3,10.3,1005.8,52.6,1.1,614.3,3
No Disaster,61.6991,-141.9354,13.0,16.7,51.6,16.1,1019.7,55.9,1.0,310.8,4
Tsunami,24.9456,-59.2876,27.7,2.8,83.4,0.6,1004.9,63.1,7.2,25.9,9
Wildfire,54.0069,162.6461,43.2,5.3,18.8,50.1,1012.9,23.7,1.0,253.8,12
Wildfire,25.7386,-37.3803,44.1,5.5,11.6,21.7,1011.6,27.3,1.5,356.0,4
Volcanic Eruption,32.3343,-163.7489,6.7,3.8,54.9,35.8,988.9,64.1,5.7,1056.2,4
Tsunami,-34.5727,-14.1033,26.8,28.9,70.5,6.0,1003.5,56.2,9.4,26.8,7
Hurricane,-53.6753,115.5366,27.6,192.5,100.0,149.1,951.1,89.6,0.7,36.6,5
No Disaster,-74.1677,-53.0565,20.0,18.3,41.9,11.3,1009.1,32.1,0.7,684.3,3
Flood,19.2117,1.5613,18.3,280.0,75.1,11.7,998.6,86.9,0.4,61.5,10
Hurricane,2.5198,-129.2419,28.8,235.9,100.0,119.0,969.7,90.0,1.6,76.7,1
No Disaster,-1.2252,-154.2533,17.8,0.4,51.9,9.8,1003.8,35.9,0.7,181.9,3
Volcanic Eruption,-2.2323,1.5914,10.9,26.3,60.4,26.9,956.1,72.1,8.7,1370.8,11
Volcanic Eruption,7.315,135.7418,21.6,26.6,24.1,22.6,974.9,61.6,7.2,2934.5,2
No Disaster,32.2684,-140.6587,12.9,12.6,42.2,15.3,993.7,35.7,1.1,500.7,12
No Disaster,45.4352,-40.5313,19.9,14.1,49.4,11.9,1014.2,49.7,1.7,636.7,2
Volcanic Eruption,-65.1289,-41.1308,8.2,5.3,58.9,38.7,997.5,79.4,6.2,3693.6,4
Volcanic Eruption,33.0035,-85.8719,7.2,16.4,35.3,1.2,978.7,41.1,4.0,3377.4,1
No Disaster,6.2989,-171.6566,21.9,12.4,35.8,4.3,997.9,47.3,1.1,273.9,10
Earthquake,-19.7826,15.6574,27.2,41.7,58.3,17.8,1023.3,67.4,6.9,794.3,10
Heatwave,-30.058,-61.2707,48.2,0.4,16.0,11.7,1022.4,13.3,0.3,658.4,10
Landslide,82.1098,31.9293,13.8,395.8,81.6,19.4,1002.6,82.7,4.1,1479.6,11
No Disaster,38.1548,63.1289,24.2,7.3,31.2,18.2,994.8,50.9,1.7,310.1,1
Tsunami,76.3418,-82.0475,25.7,16.6,77.1,14.4,1001.8,53.9,9.0,14.5,7
Hurricane,-9.2498,10.1847,27.6,297.8,76.4,153.8,944.9,65.5,1.8,36.8,1
Drought,81.799,-112.8451,32.6,8.0,11.3,6.9,1005.7,17.8,0.4,347.5,3
No Disaster,-42.8186,-128.1429,24.6,10.4,33.4,4.0,1002.2,46.3,0.4,277.7,7
No Disaster,-22.2525,114.7138,19.4,19.2,57.1,3.0,991.3,42.0,1.0,515.6,6
Flood,51.9334,-122.9091,17.6,236.4,98.1,27.3,982.8,68.8,1.8,2.9,9
Drought,-35.3549,-49.4389,37.5,6.8,17.6,24.0,1002.5,16.0,0.5,188.8,12
No Disaster,-4.6277,-128.6836,14.3,13.4,33.4,4.6,1019.9,30.2,0.3,843.7,2
Volcanic Eruption,-83.9446,-136.3276,18.9,49.7,55.4,5.0,962.9,61.5,7.6,2988.7,12
